Timestamp_LSL,Pred_DoF_0,Pred_DoF_1,Pred_DoF_2,Pred_DoF_3,Pred_DoF_4,Pred_DoF_5,Pred_DoF_6,Pred_DoF_7,Pred_DoF_8,Pred_DoF_9,Pred_DoF_10,Pred_DoF_11,Pred_DoF_12,Pred_DoF_13,Pred_DoF_14,Pred_DoF_15,Pred_DoF_16,Pred_DoF_17,Pred_DoF_18,Pred_DoF_19,Pred_DoF_20,Pred_DoF_21,Pred_DoF_22,Pred_DoF_23
13764.276425583,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
13764.288925583003,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
13764.295214708,0.6250000008784133,0.6250000039307281,0.6250000058443853,0.6250000845850544,0.624999959281717,0.6250000282013213,0.6249999803743753,0.6250000757956135,0.6250000878563071,0.6249999202738223,0.6250000326857064,0.6249999656778366,0.6249999868266395,0.6250000233818636,0.6250000046511215,0.6249999806465097,0.6250000404735183,0.6249998895694235,0.6249999961652201,0.624999961357655,0.6249999934789986,0.6250000640103871,0.625000037797167,0.6250000136865472
13764.307962625002,0.6250000069914772,0.6250000348129651,0.6250000519405672,0.6250007459336981,0.6249996465888863,0.6250002480334425,0.6249998254710207,0.6250006719754373,0.6250007760888378,0.6249992971450687,0.6250002874507529,0.6249996975562716,0.6249998843354462,0.6250002072157764,0.625000043753115,0.6249998298140628,0.6250003592468718,0.6249990278029743,0.6249999729735668,0.6249996596046319,0.6249999468872947,0.6250005581217292,0.6250003341354637,0.6250001210513608
13764.320072625,0.6250000259140747,0.6250001546346879,0.6250002305534553,0.62500331254919,0.6249984563629223,0.6250010998983875,0.6249992175689344,0.6250030062807316,0.6250034499131202,0.6249968801791256,0.6250012744554303,0.6249986573123794,0.6249994855100703,0.6250009265862138,0.6250002068325281,0.6249992480603485,0.6250016067992258,0.624995701089727,0.6249999120584533,0.624998492066755,0.6249997839292354,0.6250024312203205,0.6250014857947181,0.625000540869888
13764.332572625002,0.6250000588910328,0.6250004689922913,0.6250006976061551,0.6250101127348171,0.6249953648517279,0.62500336045638,0.6249975877844164,0.6250092626118394,0.6250105323907543,0.6249904812268937,0.6250038859816115,0.6249958998211194,0.6249984157310776,0.6250028541007094,0.6250006641967955,0.6249977196144495,0.6250049451758591,0.6249869673737685,0.624999828181738,0.6249954156585896,0.6249994001299373,0.6250072406083169,0.6250045394732029,0.6250016639194943
13764.344451250005,0.6250000865060071,0.6250011117287101,0.6250016508028384,0.6250243261024628,0.6249890238268216,0.6250081094865964,0.6249941399434812,0.6250225126056488,0.6250253134041862,0.6249771154930512,0.6250093344420359,0.6249901289486007,0.624996129520685,0.6250069372083406,0.6250016540261105,0.6249945543851156,0.6250119987876064,0.6249689302910243,0.6249998017471823,0.6249890345946333,0.6249986944358091,0.6250169592596944,0.6250109262963226,0.6250040312883677
13764.356505500002,0.6250000647945054,0.6250022261818868,0.6250033046354697,0.625049752850996,0.6249778711049633,0.6250166721400771,0.6249878945195383,0.6250465378255314,0.625051695361027,0.6249532234447899,0.6250190595516364,0.6249797851859049,0.6249919171655824,0.6250143480094745,0.6250034573682639,0.6249889402021822,0.6250247489404356,0.6249370858889071,0.6249999872427473,0.6249777221780759,0.6249975915976594,0.6250338037029127,0.6250223558119975,0.6250082875486522
13764.368779833,0.6249999388017143,0.6250039559583264,0.625005877157026,0.625090608282055,0.6249602184260711,0.6250305566184625,0.6249777234275734,0.625085626792847,0.6250939781548481,0.6249148957912966,0.6250346565785433,0.6249631159955665,0.6249849240297511,0.6250264339068486,0.6250063905884814,0.6249799714019492,0.6250454221502034,0.6248865966115792,0.625000609167401,0.6249597224014272,0.6249960530530105,0.6250600997857859,0.6250407105337448,0.6250151260538332
13764.381279833004,0.6249996632525365,0.6250064477080554,0.6250095861302187,0.62515133930378,0.6249343267320785,0.6250513801933492,0.6249623812946712,0.6251443424460544,0.625156679171984,0.6248581071984527,0.6250578262324846,0.6249382343622415,0.6249741896397956,0.6250446708028653,0.6250108107745722,0.6249666551755836,0.6250763879979004,0.6248125367466156,0.6250019585619692,0.6249332343868021,0.6249940870942053,0.6250981199230647,0.6250679491757364,0.6250252319227817
