Timestamp_LSL,Thumb_CMC,Thumb_MCP,Thumb_IP,Index_MCP,Index_PIP,Index_DIP,Middle_MCP,Middle_PIP,Middle_DIP,Ring_MCP,Ring_PIP,Ring_DIP,Pinky_MCP,Pinky_PIP,Pinky_DIP
76508.168,147.17037830704385,149.54848173238753,160.27265109019743,135.18150205257353,142.3402002334915,155.91824035139402,136.5003991284788,136.80464159501784,134.53044606530622,143.55377728837573,134.4327816028741,120.99259032273731,146.520541543419,156.6897171033534,107.4511558735928
76508.199,148.67526694648018,149.9943616739887,159.6814189324932,132.31844002503178,145.5700032024752,157.91707175439288,135.62413057337295,136.974599839734,133.50656305860917,143.85521412479918,136.1328451366922,125.6090075175376,146.1097841994847,157.631178829554,99.45274702196708
76508.232,148.03748885804757,150.09693300553002,159.84672489046514,133.06880606224323,147.73604765078915,159.71425931218118,135.40746256891427,141.02950475058327,132.4441227629884,142.2894437527266,140.94764031575707,131.0364017645316,144.56202234542448,156.91343910053268,93.22761630774198
76508.263,147.92436546021813,149.31473696988033,159.8059913586152,133.81729228938744,147.77728129757705,158.46019849083314,135.31961585824956,142.64635186153,129.16639638710365,141.2925104799008,143.81873003048324,129.82238723023553,144.1396838764699,154.9699098886536,90.55437525592022
76508.297,149.1057754860394,149.1277074796721,159.8264071001233,133.7884553208717,149.32451818619126,158.63796060028514,135.3934253429429,146.16386606849613,128.3877860708695,140.71677266369238,143.6098192086737,113.41662774946613,143.78591078693634,148.70151573694199,99.3466364603449
76508.328,149.4320982003036,148.98196341638567,158.10167214939136,133.00147147851877,150.03877616768185,159.15289187498504,134.9033434886716,149.79132815570412,132.91538191443374,141.49142994793755,145.77978635945806,111.00621405537596,144.2619534775592,146.7979925458866,100.86363716464624
76508.362,151.09187275972417,150.97322736603599,155.35393017339374,134.06910915690767,149.88640233936147,157.95322828799428,135.9197421859368,150.76466207298188,135.2911489259606,142.2750597193213,147.53715788086373,114.38379721272354,145.21554366731698,147.77262161500988,112.91868318693662
76508.442,151.5590011233757,150.97941445408966,157.25408947066364,135.2222256705368,150.59381562918242,159.53554814849562,136.54361196506784,152.3319132690434,127.54930659540022,143.19666110630357,156.66517246944753,134.93767621574972,147.8831048191713,146.98897205120014,123.2531586239749
76508.447,148.96053153268437,149.97463809661699,157.66522774187303,133.9928079161183,153.67213127990837,162.05974548571407,136.39910712490106,155.67677889754387,142.09181315362156,142.98772341047936,157.65431481171956,131.01926348819453,147.80621097193884,152.13564014497805,123.79831506056411
76508.473,149.84437723763932,150.94115973629908,157.4144295468903,134.25701527886088,157.2713023583588,164.68092511946548,136.81146021824358,158.72003437140702,143.86069745988127,143.6126086411985,154.26965814367074,114.23393385958036,147.53160885062675,145.76196822265416,123.22295375593384
76508.505,149.3115492121371,152.5390907413797,160.79145014589665,135.1366079465548,159.00022237468178,166.72209947647562,138.00024494773825,162.13089014977365,156.9328781468436,144.19178450116155,155.81781652267333,114.36480628641122,146.4037929277406,147.0073222935388,125.2849309624358
76508.537,150.37955498625593,155.11492864808326,159.16596737604203,138.07550378791342,157.17063635964914,167.90411731949547,138.02208993670382,161.61184105587927,164.21977123303506,144.25996789402603,151.9098705602512,115.6978004586361,146.3981147532251,147.57344739469164,131.22299600709655
76508.57,150.43682134804752,154.92725130024078,160.10253552136928,139.36465392031235,158.0440385461763,169.54202760566133,139.47592846380547,164.91157821311342,175.40862161733628,144.72542194918765,155.6592989755404,120.04152607550603,144.8073331183864,152.9231372437037,138.03723433262132
76508.601,150.1049978449616,155.60167515924886,166.24582612004198,138.93344358321772,160.3260577568659,171.0703074614473,138.77948243832014,165.42502384785882,174.22734332631399,143.27120287652357,152.02808008837252,122.31523934393455,141.77671412823324,149.74269368056696,135.65571376005192
76508.632,157.8033334347743,164.7029397981894,151.68938617870936,139.57288403729373,161.50843543328855,170.34639091013474,139.254894660246,166.04566318567078,172.27356504027182,142.68700932159325,149.86070782855816,126.37236517465077,139.55178219777451,145.42475352536,131.29238093276962
